team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WSH,2025,WSH,WSH,Team Level,all,82,0.51,0.49,0.5,298693.0,2618.07,269.9,176.68,630.29,90.2,1376.6,1010.33,256.24,270.86,257.14,2301.0,1253.0,1262.0,4816.0,261.0,296.0,44.0,450.0,6.0,1192.0,1349.0,2040.0,3293.0,299.0,671.0,2180.0,1615.0,373.0,1256.0,2559.0,696.0,299.0,79.96,84.99,104.96,96.0,84.0,81.0,4836.27,3554.0,3569.71,585.0,39.74,62.18,62.55,247.1,247.86,240.92,2635.01,263.11,179.83,628.72,89.6,1398.95,1015.85,250.87,263.6,251.33,2307.0,1270.0,1414.0,4991.0,238.0,282.0,28.0,471.0,6.0,1308.0,1272.0,2069.0,3339.0,292.0,659.0,2240.0,1519.0,371.0,1306.0,2548.0,746.0,283.0,78.97,91.37,92.76,78.0,82.0,78.0,4985.89,3577.0,3573.84,597.0,40.34,56.34,57.1,246.29,246.77,240.93
WSH,2025,WSH,WSH,Team Level,5on5,82,0.5,0.49,0.5,240359.0,2013.22,175.01,129.06,504.4,69.01,1061.95,801.58,168.03,175.97,168.92,1748.0,993.0,1034.0,3775.0,179.0,222.0,32.0,352.0,3.0,911.0,1074.0,1569.0,2562.0,263.0,590.0,1625.0,1507.0,302.0,1092.0,2038.0,542.0,161.0,63.58,66.65,44.79,78.0,75.0,26.0,3795.27,2741.0,2756.71,520.0,26.91,44.34,44.34,157.58,158.34,155.37,2001.46,175.13,129.79,499.7,68.12,1054.24,788.07,168.86,175.62,169.32,1748.0,968.0,1147.0,3863.0,147.0,214.0,18.0,382.0,4.0,988.0,981.0,1601.0,2569.0,258.0,580.0,1723.0,1435.0,309.0,1125.0,2011.0,529.0,176.0,62.11,65.05,47.96,58.0,59.0,30.0,3857.89,2716.0,2712.84,545.0,27.07,40.29,40.78,161.36,161.84,159.23
WSH,2025,WSH,WSH,Team Level,4on5,82,0.09,0.1,0.12,23907.0,54.11,4.89,2.67,8.3,1.84,17.54,37.76,4.84,4.89,4.84,62.0,11.0,12.0,85.0,3.0,0.0,0.0,5.0,0.0,9.0,56.0,59.0,70.0,12.0,27.0,162.0,42.0,35.0,47.0,58.0,6.0,9.0,1.87,0.79,2.23,1.0,1.0,1.0,85.0,73.0,73.0,41.0,0.61,0.0,0.0,5.5,5.5,5.43,411.87,48.8,36.39,89.83,14.12,241.18,129.69,44.55,48.8,44.55,355.0,205.0,170.0,730.0,49.0,52.0,9.0,63.0,1.0,226.0,169.0,306.0,511.0,12.0,27.0,235.0,11.0,13.0,92.0,373.0,134.0,53.0,11.17,15.99,21.63,12.0,12.0,25.0,730.0,560.0,560.0,7.0,9.59,11.02,11.29,47.09,47.09,45.04
WSH,2025,WSH,WSH,Team Level,5on4,82,0.86,0.86,0.84,22702.0,368.17,43.45,32.7,83.55,12.66,207.66,111.98,40.21,43.45,40.21,331.0,161.0,133.0,625.0,39.0,49.0,8.0,72.0,2.0,188.0,142.0,292.0,453.0,16.0,35.0,256.0,29.0,18.0,73.0,347.0,88.0,57.0,9.64,10.26,23.55,9.0,7.0,23.0,625.0,492.0,492.0,7.0,8.59,10.75,11.11,40.94,40.94,39.02,68.81,7.11,3.4,10.51,2.17,21.89,46.9,6.87,7.11,6.87,72.0,20.0,8.0,100.0,10.0,5.0,1.0,4.0,0.0,10.0,63.0,62.0,82.0,12.0,29.0,161.0,53.0,33.0,42.0,59.0,24.0,9.0,1.4,2.94,2.77,4.0,2.0,4.0,100.0,92.0,92.0,33.0,0.78,1.57,1.57,6.33,6.33,6.28
VAN,2025,VAN,VAN,Team Level,other,82,0.41,0.52,0.49,12439.0,175.24,30.16,14.31,33.77,6.55,101.39,54.83,26.5,30.16,26.5,160.0,81.0,94.0,335.0,23.0,27.0,2.0,28.0,0.0,89.0,74.0,137.0,218.0,9.0,16.0,130.0,30.0,14.0,32.0,133.0,62.0,46.0,4.6,7.8,17.75,5.0,5.0,13.0,335.0,241.0,241.0,11.0,4.11,6.84,6.84,27.43,27.43,24.65,177.13,42.54,12.26,32.04,6.49,90.95,61.72,39.97,42.54,39.97,154.0,92.0,66.0,312.0,45.0,19.0,4.0,26.0,0.0,86.0,70.0,109.0,201.0,9.0,18.0,141.0,27.0,20.0,41.0,125.0,54.0,67.0,4.91,6.8,30.83,5.0,8.0,32.0,312.0,246.0,246.0,26.0,3.47,3.96,3.96,42.04,42.04,40.1
VAN,2025,VAN,VAN,Team Level,all,82,0.45,0.48,0.47,299531.0,2443.42,234.39,173.13,589.45,83.02,1320.03,944.99,221.13,232.17,219.05,2129.0,1216.0,1185.0,4530.0,210.0,306.0,30.0,449.0,0.0,1187.0,1193.0,1919.0,3135.0,272.0,591.0,2213.0,1739.0,364.0,1271.0,2519.0,555.0,271.0,74.11,70.58,89.69,72.0,70.0,68.0,4446.69,3345.0,3299.41,582.0,38.94,62.45,62.45,210.87,209.16,202.38,2753.74,285.74,193.36,649.48,91.69,1462.56,1049.17,272.2,289.25,275.61,2446.0,1286.0,1235.0,4967.0,314.0,295.0,36.0,488.0,1.0,1324.0,1310.0,2132.0,3418.0,277.0,604.0,2275.0,1568.0,338.0,1201.0,2663.0,763.0,306.0,83.14,96.24,106.36,116.0,104.0,94.0,5074.16,3732.0,3798.54,517.0,42.97,56.2,56.2,272.5,275.92,267.99
VAN,2025,VAN,VAN,Team Level,5on5,82,0.44,0.46,0.46,245692.0,1861.39,151.69,123.39,472.53,63.14,1004.46,742.78,145.71,149.48,143.62,1601.0,957.0,944.0,3502.0,131.0,221.0,18.0,349.0,0.0,906.0,951.0,1470.0,2427.0,245.0,539.0,1709.0,1625.0,315.0,1141.0,1999.0,406.0,153.0,59.29,51.77,40.63,60.0,49.0,22.0,3418.69,2558.0,2512.41,540.0,25.67,40.33,40.33,137.04,135.33,132.75,2196.27,191.8,148.26,540.83,72.64,1172.79,858.69,183.88,195.31,187.29,1945.0,1040.0,1052.0,4037.0,210.0,228.0,27.0,403.0,1.0,1077.0,1066.0,1735.0,2775.0,245.0,540.0,1766.0,1481.0,279.0,1059.0,2217.0,594.0,174.0,68.97,75.46,47.36,100.0,79.0,31.0,4144.16,2985.0,3051.54,462.0,30.99,42.82,42.82,179.97,183.38,179.38
VAN,2025,VAN,VAN,Team Level,4on5,82,0.11,0.14,0.16,20167.0,61.67,5.53,2.67,8.78,1.85,18.4,43.77,5.34,5.53,5.34,60.0,21.0,7.0,88.0,7.0,4.0,0.0,8.0,0.0,19.0,43.0,53.0,74.0,10.0,20.0,183.0,66.0,28.0,31.0,58.0,19.0,4.0,1.77,2.66,1.09,2.0,5.0,0.0,88.0,81.0,81.0,28.0,0.61,0.57,0.57,5.57,5.57,5.41,330.12,46.68,30.23,68.62,10.85,182.96,94.66,43.77,46.68,43.77,295.0,139.0,106.0,540.0,56.0,45.0,5.0,55.0,0.0,146.0,132.0,239.0,378.0,16.0,32.0,193.0,17.0,13.0,71.0,276.0,98.0,60.0,8.03,11.83,26.82,9.0,16.0,31.0,540.0,434.0,434.0,7.0,7.92,8.7,8.7,45.9,45.9,43.97
VAN,2025,VAN,VAN,Team Level,5on4,82,0.91,0.89,0.87,21233.0,345.11,47.0,32.76,74.37,11.49,195.79,103.6,43.59,47.0,43.59,308.0,157.0,140.0,605.0,49.0,54.0,10.0,64.0,0.0,173.0,125.0,259.0,416.0,8.0,16.0,191.0,18.0,7.0,67.0,329.0,68.0,68.0,8.45,8.34,30.22,5.0,11.0,33.0,605.0,465.0,465.0,3.0,8.55,14.72,14.72,40.83,40.83,39.56,50.2,4.71,2.61,7.99,1.71,15.87,34.11,4.58,4.71,4.58,52.0,15.0,11.0,78.0,3.0,3.0,0.0,4.0,0.0,15.0,42.0,49.0,64.0,7.0,14.0,175.0,43.0,26.0,30.0,45.0,17.0,5.0,1.23,2.14,1.34,2.0,1.0,0.0,78.0,67.0,67.0,22.0,0.61,0.72,0.72,4.6,4.6,4.54
PIT,2025,PIT,PIT,Team Level,other,82,0.5,0.51,0.5,10204.0,167.27,38.8,12.17,28.22,5.65,85.84,57.32,35.48,38.8,35.48,164.0,64.0,77.0,305.0,36.0,14.0,1.0,23.0,0.0,88.0,67.0,128.0,192.0,6.0,12.0,115.0,36.0,22.0,43.0,113.0,63.0,52.0,4.77,8.01,26.02,6.0,8.0,22.0,305.0,228.0,228.0,14.0,3.48,4.96,4.96,37.33,37.33,35.15,165.27,38.65,12.0,28.02,5.67,87.84,54.82,35.71,38.65,35.71,143.0,84.0,64.0,291.0,36.0,15.0,2.0,20.0,1.0,85.0,70.0,107.0,191.0,10.0,22.0,120.0,23.0,14.0,34.0,113.0,62.0,52.0,4.49,8.13,26.03,7.0,8.0,21.0,291.0,227.0,227.0,14.0,3.47,4.83,4.68,37.43,37.43,35.5
PIT,2025,PIT,PIT,Team Level,all,82,0.51,0.5,0.5,300212.0,2634.64,272.39,193.62,616.08,89.41,1411.73,1019.78,257.12,275.16,259.79,2343.0,1260.0,1274.0,4877.0,290.0,297.0,28.0,451.0,8.0,1291.0,1266.0,2053.0,3313.0,269.0,588.0,2181.0,1444.0,406.0,1341.0,2566.0,733.0,304.0,81.35,90.0,101.04,116.0,96.0,78.0,4944.34,3603.0,3649.13,606.0,43.31,61.4,61.74,253.95,256.62,247.59,2591.9,259.17,184.96,613.21,87.36,1402.02,998.29,244.23,258.05,243.22,2245.0,1300.0,1331.0,4876.0,258.0,270.0,33.0,484.0,7.0,1287.0,1239.0,1987.0,3287.0,266.0,581.0,2343.0,1740.0,362.0,1336.0,2590.0,674.0,281.0,77.68,83.12,98.39,98.0,87.0,73.0,4838.59,3545.0,3529.11,623.0,41.43,56.23,56.28,244.33,243.81,235.57
PIT,2025,PIT,PIT,Team Level,5on5,82,0.51,0.5,0.51,245830.0,2058.25,181.35,144.23,502.45,69.56,1103.85,814.55,173.96,184.12,176.63,1807.0,1009.0,1061.0,3877.0,201.0,216.0,20.0,371.0,7.0,1017.0,1004.0,1606.0,2615.0,248.0,548.0,1667.0,1311.0,342.0,1176.0,2092.0,545.0,179.0,65.31,67.65,48.4,98.0,73.0,30.0,3944.34,2816.0,2862.13,548.0,30.19,43.21,43.55,167.99,170.64,166.58,2014.4,174.06,136.83,502.59,68.02,1083.12,792.39,166.2,172.94,165.2,1751.0,1006.0,1092.0,3849.0,174.0,219.0,26.0,395.0,4.0,974.0,991.0,1577.0,2583.0,229.0,505.0,1836.0,1659.0,308.0,1182.0,2075.0,515.0,167.0,63.54,63.56,46.96,84.0,65.0,25.0,3811.59,2757.0,2741.11,567.0,28.56,43.44,43.49,159.13,158.62,155.52
PIT,2025,PIT,PIT,Team Level,4on5,82,0.12,0.12,0.15,22386.0,59.6,5.06,3.12,8.93,2.03,20.12,42.74,4.98,5.06,4.98,56.0,26.0,8.0,90.0,4.0,8.0,1.0,2.0,0.0,13.0,55.0,52.0,78.0,10.0,20.0,175.0,80.0,27.0,47.0,59.0,19.0,4.0,1.72,2.29,1.05,1.0,2.0,1.0,90.0,82.0,82.0,42.0,0.73,0.66,0.66,5.12,5.12,5.08,340.65,38.31,32.19,72.04,11.45,209.68,104.32,34.49,38.31,34.49,278.0,190.0,164.0,632.0,39.0,29.0,5.0,61.0,2.0,210.0,127.0,239.0,429.0,18.0,36.0,222.0,18.0,19.0,71.0,346.0,72.0,50.0,7.86,8.27,22.18,5.0,10.0,24.0,632.0,468.0,468.0,4.0,8.5,6.4,6.4,40.42,40.42,37.27
PIT,2025,PIT,PIT,Team Level,5on4,82,0.85,0.85,0.84,21792.0,349.54,47.18,34.1,76.49,12.17,201.91,105.16,42.71,47.18,42.71,316.0,161.0,128.0,605.0,49.0,59.0,6.0,55.0,1.0,173.0,140.0,267.0,428.0,5.0,8.0,224.0,17.0,15.0,75.0,302.0,106.0,69.0,9.55,12.05,25.58,11.0,13.0,25.0,605.0,477.0,477.0,2.0,8.9,12.57,12.57,43.51,43.51,40.78,71.58,8.16,3.95,10.55,2.2,21.38,46.76,7.83,8.16,7.83,73.0,20.0,11.0,104.0,9.0,7.0,0.0,8.0,0.0,18.0,51.0,64.0,84.0,9.0,18.0,165.0,40.0,21.0,49.0,56.0,25.0,12.0,1.79,3.16,3.21,2.0,4.0,3.0,104.0,93.0,93.0,38.0,0.9,1.56,1.71,7.35,7.35,7.27
FLA,2025,FLA,FLA,Team Level,other,82,0.43,0.52,0.51,11718.0,171.98,36.25,12.13,32.71,6.08,91.95,59.88,33.35,36.25,33.35,155.0,84.0,82.0,321.0,28.0,20.0,2.0,29.0,0.0,90.0,72.0,127.0,211.0,13.0,28.0,135.0,39.0,17.0,37.0,117.0,72.0,50.0,4.64,8.97,22.65,5.0,8.0,15.0,321.0,239.0,239.0,15.0,3.44,5.31,5.31,34.39,34.39,32.79,164.85,48.98,11.71,28.45,5.97,81.14,51.74,45.52,48.98,45.52,146.0,82.0,66.0,294.0,43.0,18.0,7.0,21.0,2.0,73.0,71.0,103.0,185.0,7.0,14.0,149.0,31.0,21.0,43.0,103.0,55.0,70.0,3.9,6.72,38.37,7.0,6.0,30.0,294.0,228.0,228.0,25.0,3.43,6.75,7.13,45.28,45.28,43.82
FLA,2025,FLA,FLA,Team Level,all,82,0.5,0.53,0.52,298363.0,2674.66,265.21,185.95,643.38,90.86,1430.15,1026.44,249.99,265.53,250.29,2296.0,1346.0,1357.0,4999.0,246.0,306.0,37.0,518.0,7.0,1296.0,1269.0,2050.0,3396.0,351.0,776.0,2190.0,2024.0,343.0,1166.0,2654.0,704.0,284.0,80.44,87.32,97.46,92.0,87.0,67.0,4993.03,3642.0,3644.57,553.0,41.83,59.78,60.09,246.96,247.25,238.95,2485.44,265.22,171.3,598.09,85.49,1309.7,953.2,250.45,266.33,251.45,2197.0,1186.0,1115.0,4498.0,274.0,285.0,40.0,431.0,8.0,1113.0,1272.0,1923.0,3109.0,346.0,776.0,2494.0,1645.0,404.0,1249.0,2420.0,657.0,306.0,71.49,80.68,113.05,97.0,96.0,81.0,4519.37,3383.0,3394.78,607.0,38.49,62.83,63.21,240.5,241.41,235.04
FLA,2025,FLA,FLA,Team Level,5on5,82,0.49,0.52,0.51,236659.0,1991.0,163.08,129.96,507.81,67.44,1065.58,782.13,157.01,163.39,157.31,1684.0,1032.0,1039.0,3755.0,162.0,218.0,27.0,403.0,6.0,955.0,972.0,1522.0,2554.0,303.0,671.0,1653.0,1894.0,268.0,995.0,2086.0,481.0,149.0,62.59,59.75,40.73,76.0,58.0,28.0,3749.03,2716.0,2718.57,492.0,27.06,40.16,40.46,149.67,149.95,147.29,1925.55,168.04,126.29,487.05,65.81,1013.85,758.95,160.26,169.15,161.26,1694.0,926.0,885.0,3505.0,181.0,223.0,29.0,352.0,5.0,874.0,985.0,1513.0,2439.0,300.0,678.0,1872.0,1538.0,331.0,1059.0,1952.0,491.0,177.0,56.86,61.47,49.72,80.0,70.0,31.0,3526.37,2620.0,2631.78,529.0,26.4,45.91,46.4,148.05,148.97,145.9
FLA,2025,FLA,FLA,Team Level,4on5,82,0.16,0.17,0.19,25178.0,83.48,8.49,4.12,12.04,2.61,25.59,56.14,8.38,8.49,8.38,78.0,31.0,16.0,125.0,6.0,7.0,0.0,8.0,0.0,13.0,75.0,72.0,103.0,12.0,29.0,179.0,62.0,33.0,48.0,76.0,20.0,13.0,2.62,2.44,3.44,2.0,3.0,1.0,125.0,109.0,109.0,40.0,0.94,1.43,1.43,8.01,8.01,7.96,340.84,43.33,30.46,74.52,11.84,196.52,104.34,39.86,43.33,39.86,294.0,167.0,154.0,615.0,45.0,42.0,4.0,55.0,1.0,154.0,164.0,249.0,416.0,25.0,56.0,244.0,31.0,21.0,93.0,310.0,98.0,53.0,8.99,10.89,23.45,8.0,17.0,20.0,615.0,461.0,461.0,5.0,7.99,9.91,9.42,41.9,41.9,40.08
FLA,2025,FLA,FLA,Team Level,5on4,82,0.92,0.9,0.89,24808.0,428.2,57.39,39.74,90.8,14.74,247.03,128.29,51.24,57.39,51.24,379.0,199.0,220.0,798.0,50.0,61.0,8.0,78.0,1.0,238.0,150.0,329.0,528.0,23.0,48.0,223.0,29.0,25.0,86.0,375.0,131.0,72.0,10.59,16.17,30.64,9.0,18.0,23.0,798.0,578.0,578.0,6.0,10.39,12.9,12.9,54.89,54.89,50.91,54.2,4.87,2.85,8.07,1.86,18.19,38.17,4.82,4.87,4.82,63.0,11.0,10.0,84.0,5.0,2.0,0.0,3.0,0.0,12.0,52.0,58.0,69.0,14.0,28.0,229.0,45.0,31.0,54.0,55.0,13.0,6.0,1.75,1.61,1.52,2.0,3.0,0.0,84.0,74.0,74.0,48.0,0.66,0.26,0.26,5.27,5.27,5.24
WPG,2025,WPG,WPG,Team Level,other,82,0.46,0.46,0.46,13651.0,142.71,36.76,9.54,25.15,4.79,71.71,47.05,33.19,36.76,33.19,122.0,73.0,57.0,252.0,27.0,18.0,2.0,21.0,0.0,68.0,61.0,95.0,168.0,6.0,12.0,107.0,25.0,9.0,36.0,92.0,48.0,55.0,3.9,5.93,26.93,5.0,7.0,15.0,252.0,195.0,195.0,11.0,2.75,6.87,6.87,32.64,32.64,30.28,169.73,42.44,12.19,30.97,5.7,85.32,53.37,36.92,42.44,36.92,142.0,88.0,69.0,299.0,33.0,25.0,2.0,14.0,0.0,83.0,75.0,109.0,197.0,3.0,6.0,109.0,29.0,19.0,32.0,111.0,58.0,61.0,4.22,7.0,31.22,6.0,6.0,21.0,299.0,230.0,230.0,12.0,3.69,8.86,8.86,37.27,37.27,34.41
WPG,2025,WPG,WPG,Team Level,all,82,0.48,0.49,0.49,298581.0,2436.78,247.44,173.47,585.37,82.9,1309.5,951.32,231.98,247.81,232.44,2161.0,1189.0,1155.0,4505.0,229.0,285.0,35.0,515.0,6.0,1156.0,1159.0,1932.0,3121.0,258.0,577.0,2242.0,1776.0,330.0,1186.0,2486.0,586.0,278.0,74.43,73.27,99.75,82.0,79.0,68.0,4512.26,3350.0,3356.67,558.0,38.69,62.86,62.86,223.28,223.76,215.73,2564.84,263.63,181.15,615.43,86.84,1374.19,985.83,246.59,264.4,247.27,2277.0,1231.0,1231.0,4739.0,256.0,319.0,37.0,478.0,2.0,1277.0,1176.0,2021.0,3252.0,257.0,565.0,2145.0,1560.0,374.0,1170.0,2544.0,644.0,320.0,76.28,77.86,109.48,99.0,84.0,73.0,4745.86,3508.0,3511.74,534.0,40.49,67.75,67.79,236.27,236.88,228.74
WPG,2025,WPG,WPG,Team Level,5on5,82,0.48,0.49,0.49,242043.0,1897.6,157.34,127.64,478.64,64.88,1030.95,767.55,150.61,157.69,151.06,1670.0,957.0,972.0,3599.0,156.0,205.0,26.0,430.0,5.0,922.0,909.0,1514.0,2471.0,235.0,529.0,1775.0,1680.0,284.0,1041.0,2045.0,430.0,152.0,60.56,53.98,42.8,72.0,59.0,25.0,3606.26,2627.0,2633.67,516.0,26.62,41.13,41.56,142.38,142.87,140.54,2024.29,171.74,136.74,509.36,68.91,1087.28,801.03,164.42,172.51,165.1,1808.0,968.0,1004.0,3780.0,172.0,240.0,23.0,392.0,2.0,1025.0,945.0,1636.0,2604.0,229.0,511.0,1648.0,1488.0,316.0,1045.0,2102.0,483.0,191.0,62.26,59.0,50.49,81.0,69.0,22.0,3786.87,2776.0,2779.74,493.0,28.45,45.2,45.24,154.88,155.5,152.33
WPG,2025,WPG,WPG,Team Level,4on5,82,0.15,0.13,0.16,20314.0,65.89,8.13,3.66,10.13,2.02,19.34,40.73,7.94,8.13,7.94,64.0,20.0,7.0,91.0,5.0,7.0,1.0,5.0,0.0,13.0,54.0,59.0,79.0,11.0,24.0,158.0,53.0,29.0,31.0,49.0,22.0,13.0,1.44,2.99,3.71,0.0,2.0,3.0,91.0,84.0,84.0,27.0,0.83,2.19,2.19,6.77,6.77,6.73,321.82,44.71,29.83,68.23,10.84,186.4,97.99,40.76,44.71,40.76,273.0,165.0,151.0,589.0,47.0,49.0,11.0,68.0,0.0,153.0,121.0,226.0,391.0,22.0,42.0,220.0,7.0,8.0,62.0,289.0,90.0,59.0,8.84,10.42,25.45,11.0,6.0,30.0,589.0,438.0,438.0,1.0,7.81,12.56,12.56,39.96,39.96,37.91
WPG,2025,WPG,WPG,Team Level,5on4,82,0.91,0.89,0.87,22573.0,330.58,45.22,32.62,71.45,11.21,187.51,96.0,40.24,45.22,40.24,305.0,139.0,119.0,563.0,41.0,55.0,6.0,59.0,1.0,153.0,135.0,264.0,403.0,6.0,12.0,202.0,18.0,8.0,78.0,300.0,86.0,58.0,8.54,10.37,26.32,5.0,11.0,25.0,563.0,444.0,444.0,4.0,8.49,12.67,12.23,41.48,41.48,38.17,49.0,4.74,2.39,6.86,1.39,15.18,33.44,4.49,4.74,4.49,54.0,10.0,7.0,71.0,4.0,5.0,1.0,4.0,0.0,16.0,35.0,50.0,60.0,3.0,6.0,168.0,36.0,31.0,31.0,42.0,13.0,9.0,0.96,1.45,2.32,1.0,3.0,0.0,71.0,64.0,64.0,28.0,0.55,1.13,1.13,4.15,4.15,4.09
SJS,2025,SJS,SJS,Team Level,other,82,0.48,0.49,0.49,9589.0,134.59,30.75,9.87,23.72,4.33,75.19,40.13,29.53,30.75,29.53,129.0,55.0,61.0,245.0,37.0,6.0,2.0,17.0,0.0,79.0,45.0,92.0,147.0,7.0,14.0,113.0,20.0,11.0,29.0,91.0,63.0,30.0,3.93,7.58,19.24,7.0,11.0,19.0,245.0,184.0,184.0,18.0,2.9,2.19,2.19,31.47,31.47,30.32,140.84,33.21,10.51,25.01,4.94,76.43,42.91,29.66,33.21,29.66,131.0,62.0,65.0,258.0,38.0,15.0,5.0,22.0,1.0,66.0,51.0,93.0,155.0,3.0,6.0,118.0,36.0,19.0,25.0,95.0,48.0,50.0,3.73,6.42,23.06,9.0,7.0,22.0,258.0,193.0,193.0,10.0,3.08,5.22,5.22,31.07,31.07,28.98
SJS,2025,SJS,SJS,Team Level,all,82,0.48,0.47,0.46,298725.0,2304.38,241.67,165.62,542.4,77.4,1228.35,871.56,228.81,241.81,228.91,2114.0,1013.0,1247.0,4374.0,249.0,263.0,33.0,418.0,2.0,1078.0,1117.0,1865.0,2878.0,286.0,612.0,2206.0,1794.0,375.0,1348.0,2234.0,623.0,270.0,67.75,77.37,96.54,85.0,93.0,71.0,4368.67,3127.0,3131.06,637.0,37.39,56.99,57.04,222.02,222.38,216.9,2658.64,264.33,191.9,632.74,90.08,1437.52,1009.42,248.8,265.47,249.84,2432.0,1194.0,1314.0,4940.0,290.0,300.0,35.0,494.0,8.0,1305.0,1229.0,2142.0,3336.0,292.0,628.0,2408.0,1469.0,372.0,1197.0,2651.0,684.0,291.0,79.49,84.45,100.39,116.0,94.0,80.0,4967.82,3626.0,3639.2,542.0,42.91,63.38,63.38,243.87,244.65,236.79
SJS,2025,SJS,SJS,Team Level,5on5,82,0.48,0.47,0.46,241037.0,1770.58,155.67,119.86,435.43,59.64,942.96,699.46,149.26,155.81,149.36,1615.0,798.0,1001.0,3414.0,163.0,201.0,24.0,334.0,2.0,817.0,896.0,1452.0,2250.0,254.0,545.0,1697.0,1715.0,308.0,1201.0,1811.0,436.0,166.0,54.88,55.06,45.73,71.0,67.0,25.0,3408.67,2413.0,2417.06,580.0,25.01,39.62,40.29,140.39,140.74,138.59,2039.88,171.61,138.48,511.18,69.13,1101.15,798.45,164.2,172.75,165.24,1849.0,941.0,1067.0,3857.0,190.0,220.0,22.0,399.0,5.0,997.0,979.0,1659.0,2600.0,258.0,557.0,1833.0,1375.0,301.0,1059.0,2114.0,508.0,168.0,62.43,62.62,46.56,93.0,72.0,25.0,3884.82,2790.0,2803.2,476.0,28.87,43.83,44.38,156.1,156.87,154.21
SJS,2025,SJS,SJS,Team Level,4on5,82,0.1,0.08,0.1,23974.0,48.33,5.63,2.57,7.03,1.51,14.63,31.62,5.41,5.63,5.41,45.0,18.0,3.0,66.0,3.0,4.0,1.0,2.0,0.0,14.0,40.0,42.0,60.0,9.0,21.0,173.0,43.0,38.0,40.0,32.0,25.0,6.0,0.83,3.01,1.79,0.0,2.0,1.0,66.0,63.0,63.0,35.0,0.59,1.21,1.21,5.01,5.01,4.98,409.22,52.92,39.48,86.01,13.91,239.02,121.66,48.47,52.92,48.47,380.0,173.0,174.0,727.0,55.0,59.0,7.0,64.0,2.0,231.0,142.0,325.0,498.0,19.0,41.0,247.0,16.0,18.0,60.0,380.0,105.0,68.0,11.17,12.3,29.44,10.0,13.0,32.0,727.0,553.0,553.0,11.0,10.17,13.36,12.81,50.29,50.29,47.24
